"Context","Source/Translation"
"StatisticsPanelEnabled","Ενεργοποίηση Στατιστικών"
"btnResetTransferManagerSettings","Επαναφορά Όλων Των Ρυθμίσεων Του Διαχειριστή Μεταφοράς"
"btnResetPathingStatistics","Επαναφορά διαδρομών"
"buttonResetTransferStatistics","Επαναφορά Στατιστικών Μεταφοράς"
"tabBuildingPanelSettings","Ρυθμίσεις"
"GROUP_BUILDINGPANEL_SERVICES","Ρυθμίσεις Υπηρεσιών"
"GROUP_BUILDINGPANEL_OUTSIDE_CONNECTIONS","Εξωτερικές Συνδέσεις"
"dropdownBuildingPanelImportExport","Εισαγωγή / Εξαγωγή"
"GROUP_BUILDINGPANEL_GOODS_DELIVERY","Επιλογές Παράδοσης Εμπορευμάτων"
"chkBuildingPanelReserveWarehouseTrucks","Reserve warehouse cargo trucks for local transfers"
"tabBuildingPanelStatus","Κατάσταση"
"listBuildingPanelStatusColumn1","Υλικό"
"listBuildingPanelStatusColumn2","Ποσό"
"listBuildingPanelStatusColumn3","Ανταποκριτής"
"listBuildingPanelStatusColumn4","Όχημα"
"listBuildingPanelStatusColumn5","Χρονόμετρο"
"tabBuildingPanelTransfers","Μεταφορές"
"labelBuildingPanelOffers","Προσφορές Μεταφορών"
"labelBuildingPanelMatchOffers","Αντιστοιχίσεις"
"listBuildingPanelOffersColumn1","Είσοδος/Έξοδος"
"listBuildingPanelOffersColumn2","Υλικό"
"listBuildingPanelOffersColumn3","Προτεραιότητα"
"listBuildingPanelOffersColumn4","Ενεργός"
"listBuildingPanelOffersColumn5","Ποσότητα"
"listBuildingPanelOffersColumn6","Περιγραφή"
"listBuildingPanelMatchesColumn1","Χρόνος"
"listBuildingPanelMatchesColumn2","Υλικό"
"listBuildingPanelMatchesColumn3","Ενεργό"
"listBuildingPanelMatchesColumn4","Ποσότητα"
"listBuildingPanelMatchesColumn5","Δ"
"listBuildingPanelMatchesColumn6","Περιγραφή"
"titleTransferIssuesPanel","Transfer Issues"
"tabTransferIssuesPathing","Pathing"
"listPathingColumn1","Χρόνος"
"listPathingColumn2","Source"
"listPathingColumn3","Target"
"tabTransferIssuesDead","Dead"
"listDeadColumn1","Dead"
"listDeadColumn2","Timer"
"listDeadColumn3","Source"
"listDeadColumn4","Target"
"listDeadColumn5","Vehicle"
"tabTransferIssuesSick","Sick"
"listSickColumn1","Sick"
"listBuildingPanelVehicleTarget","Target"
"dropdownBuildingPanelPreferLocalLabel","District Restrictions"
"dropdownBuildingPanelPreferLocal1","All Districts"
"dropdownBuildingPanelPreferLocal2","Prefer Within District"
"dropdownBuildingPanelPreferLocal3","Within District Only"
"dropdownBuildingPanelPreferLocal4","All Districts, Except For"
"tabTransferIssuesOutside","Outside"
"GROUP_BUILDING_PANEL","Building Panel"
"keyOpenBuildingPanel","Open Building Panel"
"GROUP_LOCALISATION","Localization"
"dropdownLocalization","Language"
"tabBuildingPanelVehicles","Vehicles"
"txtBuildingPanelTransferManagerWarning","Warning: These settings require the Custom Transfer Manager to be enabled."
"tabTransferIssuesGoods","Goods In"
"tabTransferIssuesGoodsOut","Goods Out"
"chkShowIssuesWithVehicles","Show issues with vehicles on route"
"GROUP_BUILDINGPANEL_DISTRICT","District Restrictions"
"dropdownBuildingPanelOutgoingPreferLocalLabel","Outgoing"
"dropdownBuildingPanelIncomingPreferLocalLabel","Incoming"
"chkAllowImport","Allow Import"
"chkAllowExport","Allow Export"
"GROUP_BUILDINGPANEL_APPLYTOALL","Apply To Buildings of Type"
"tabExperimental","Experimental"
"chkDistrictAllowServices","Επιτρέπεται Η Υπηρεσία (Garbage, Fire, Police...)"
"GROUP_DISTANCE_LIMITS","Όρια Απόστασης"
"tabDistanceRestrictions","Απόσταση"
"sliderDeathcareDistanceLimits","Όριο απόστασης Μεταφοράς Νεκρών (χλμ)"
"sliderHealthcareDistanceLimits","Όριο απόστασης υγειονομικής περίθαλψης (χλμ)"
"sliderGarbageDistanceLimits","Όριο απόστασης απορριμμάτων (χλμ.)"
"sliderPoliceDistanceLimits","Όριο απόστασης της αστυνομίας (χλμ)"
"sliderFireDistanceLimits","Όριο απόστασης πυρκαγιάς (χλμ)"
"sliderMailDistanceLimits","Όριο απόστασης ταχυδρομείου (χλμ.)"
"txtDistanceLimits","Maximum allowed matching distance, 0 = Unlimited. Imports/Exports are not affected."
"tabVehicleAI","Vehicle AI"
"GROUP_VEHICLE_AI","Enable/Disable Vehicle AI"
"optionFireTruckAI","Πυροσβεστικό Όχημα"
"optionFireCopterAI","Πυροσβεστικό Ελικόπτερο"
"optionGarbageTruckAI","Σκουπιδιάρικο"
"optionPoliceCarAI","Περιπολικό"
"optionPoliceCopterAI","Αστυνομικό Ελικόπτερο"
"txtVehicleAIDescription","VehicleAI enhances vehicles to look for close by issues to resolve."
"tabImportExport","Import/Export"
"GROUP_IMPORT_RESTRICTIONS","Allow Import"
"txtImportRestrictions","Please ensure you have sufficient internal production before disabling these resources."
"sliderWarehouseReservePercent","Reserve Trucks For Local Delivery (%)"
"sliderWarehouseReservePercentLocal","Reserve Trucks (%)"
"GROUP_DUMMY_TRAFFIC","Dummy Traffic"
"optionDummyTraffic","Disable Dummy Traffic"
"txtDummyTraffic","The game adds dummy traffic to make the city feel more alive. This option blocks dummy traffic transfers to reduce traffic within the city."
"optionWarehouseOverride","Override Global Settings"
"listConnectionName","Τίτλος"
"listConnectionType","Τύπος"
"listConnectionGuest","Οχήματα Επισκεπτών"
"listConnectionOwn","Own Vehicles"
"listConnectionStuck","Stuck"
"listConnectionMultiplier","Πολλαπλασιαστής"
"listConnectionImport","Εισαγωγή"
"listConnectionExport","Εξαγωγή"
"titleOutsideConnectionPanel","Εξωτερικές Συνδέσεις"
"GROUP_BUILDINGPANEL_OUTSIDE_DISTANCE_MULTIPLIER","Outside Distance Multiplier"
"sliderOutsideDistanceMultiplier","Multiplier"
"sliderOutsideDistanceMultiplierTooltip","0 = Use global setting\r\n1 = No change to distance\r\n10 = 10x Further away"
"OutsideMultiplierDescription1","These multipliers are applied to the calculated distance in the match algorithm to make the connection seem further away and hence less likely to be chosen as a match."
"OutsideMultiplierDescription2","1 = No change to distance"
"OutsideMultiplierDescription3","10 = 10x further away"
"sliderShipMultiplier","Ship Multiplier"
"sliderPlaneMultiplier","Plane Multiplier"
"sliderTrainMultiplier","Train Multiplier"
"sliderRoadMultiplier","Road Multiplier"
"GROUP_OUTSIDE_CONNECTIONS_PANEL","Outside Connection Panel"
"keyOpenOutsidePanel","Open Outside Connection Panel"
"txtDetectedDistricts","Detected Districts"
"btnDistricts","Περιφέρειες"
"btnDistrict","Περιφέρεια"
"btnPark","Περιοχή"
"btnMap","Χάρτης"
"txtNone","None"
"txtVehiclesNone","None"
"txtStatusNone","None"
"GROUP_BUILDINGPANEL_DISTANCE_RESTRICTIONS","Distance Restrictions"
"sliderDistanceRestriction","Maximum Match Distance (km)"
"sliderDistanceRestrictionTooltip","0 = Use global setting, if any or no restriction.\r\n1+ = Maximum match distance"
"titleDistrictPanel","Select Districts"
"txtAllowedDistricts","Allowed Districts"
"txtBlockedDistricts","Blocked Districts"
"txtCurrentDistrict","Current District"
"txtCurrentPark","Current Area"
"txtLoad","Load"
"GROUP_IMPROVED_SERVICES_MATCHING","Improved Service Matching"
"tabMatches","Matches"
"titleTransferStatsPanel","Transfer Manager Statistics"
"sliderOutsideCargoCapacity","Cargo Capacity"
"sliderOutsideResidentCapacity","Resident Capacity"
"sliderOutsideTouristFactor0","Tourist Factor 0"
"sliderOutsideTouristFactor1","Tourist Factor 1"
"sliderOutsideTouristFactor2","Tourist Factor 2"
"sliderOutsideDummyTrafficFactor","Dummy Traffic Factor"
"btnOutsideReset","Reset"
"GROUP_OUTSIDE_SETTINGS","Outside Connection Parameters"
"GROUP_BALANCED_MATCH_MODE","Balanced Match Mode"
"dropdownBalancedTitle","Match First When Equal"
"dropdownBalancedModeIncomingFirst","Match Incoming First (Vanilla)"
"dropdownBalancedModeLeastFirst","Match Least Offers First"
"dropdownBalancedModePassiveFirst","Match Passive First"
"txtBalancedMatch","Choose which offer to match first when incoming and outging offers have the same priority."
"GROUP_PATH_DISTANCE","Match Distance Algorithm"
"optionPathDistanceServices","Use Path Distance for Services"
"optionPathDistanceGoods","Use Path Distance for Goods"
"dropdownPathDistanceAlgorithmServices","Services Algorithm"
"dropdownPathDistanceAlgorithmGoods","Goods Algorithm"
"dropdownPathDistanceLOS","Line of Sight"
"dropdownPathDistanceConnectedLOS","Connected Line of Sight"
"dropdownPathDistance","Path Distance"
"txtPathDistance","Use path distance instead of line of sight distance. This will result in better matches where your network or geography is complex but is slower so please ensure your computer is fast enough for this option."
"optionHighlightMatches","Highlight Matches"
"listBuildingPanelOffersPark","Park"
"tabTransferRoadAccess","No Road Access"
"btnResetRoadAccess","Reset Road Access"
"tabGame","Game"
"btnDeleteVehicle","Delete vehicle"
"tabMaintenance","Maintenance"
"GROUP_Maintenance","Maintenance"
"btnReleaseGhostVehicles","Release Ghost Vehicles"
"txtReleaseGhostVehicles","Look for vehicles that are stuck or without valid positions or status and release them."
"btnReleaseBrokenPathing","Release Broken Pathing"
"txtBrokenPathUnits","Find path units that have not been released correctly but are not used and release them properly."
"txtGhostVehiclesCount","Ghost Vehicles Released"
"GROUP_MAINTENANCE_PATHING","Path Debugging"
"dropdownConnectionGraph","Show Path Connection Graph"
"dropdownConnectionGraphNone","None"
"dropdownConnectionGraphGoods","Goods"
"dropdownConnectionGraphPedestrianZoneServices","Pedestrian Zone Services"
"dropdownConnectionGraphOtherServices","Other Services"
"txtShowConnectionGraph","While the building panel is open, this option will color each node to show whether they are connected or not according to the Transfer Manager algorithm. Nodes with the same color are connected, differently colored nodes are not."
"tabBuildingPanelCapacity","Capacity"
"sliderTransferIssueDeadTimerValue","Death Timer Threshold"
"sliderTransferIssueSickTimerValue","Sick Timer Threshold"
"sliderTransferIssueGoodsTimerValue","Goods Timer Threshold"
"GROUP_SICK_COLLECTION","Sick Citizen Collection"
"optionOverrideResidentialSick","Override Residential Sick Handler"
"optionCollectionOtherBuildings","Collect Sick From Other Buildings"
"txtOverrideSickCollection","The vanilla sick handler tends to leave quite a few sick citizens uncollected. This option overrides the vanilla sick handler with a custom handler to hopefully improve this behaviour."
"txtSickCollectionOtherBuildings","The vanilla game only collects sick citizens from residential buildings. For more realism and better hospital usage sick citizens can also be collected from other building types as well."
"txtSickCollectionWarning","Warning: Enabling this option on an existing city will result in a surge of sick citizen collection which may tax your hospital system."
"GROUP_BUILDINGPANEL_BUILDING_RESTRICTIONS","Building Restrictions"
"btnBuildingRestrictions","Buildings..."
"btnBuildingRestrictionsSelected","Select Buildings"
"txtBuildingRestrictionsIncoming","Incoming"
"txtBuildingRestrictionsOutgoing","Εξερχόμενα"
"txtBuildingRestrictionsAllBuildings","Όλα Τα Κτίρια"
"txtBuildingRestrictionsRestricted","Περιορισμένο"
"txtAllowedBuildings","Επιτρεπόμενα Κτίρια"
"btnClear","Καθαρισμός"
"reasonGoodsIn","Εισερχόμενα Εμπορεύματα"
"reasonStudent1","Φοιτητές"
"reasonStudent2","Φοιτητές"
"reasonStudent3","Φοιτητές"
"reasonCrime","Έγκλημα"
"reasonCrimeMove","Μετακίνηση Εγκληματιών"
"reasonGarbage","Σκουπίδια"
"reasonGarbageMove","Garbage Move"
"reasonGarbageTransfer","Garbage Transfer"
"reasonDead","Collecting Dead"
"reasonDeadMove","Moving Dead"
"reasonSick","Collecting Sick"
"reasonSickMove","Moving Sick"
"reasonFire","Fire"
"reasonFire2","Fire Helicopter"
"reasonForestFire","Forest Fire"
"reasonMaterialOut","Outgoing Material"
"reasonMail","Mail"
"reasonUnsortedMail","Unsorted Mail"
"reasonSortedMail","Sorted Mail"
"reasonParkMaintenance","Συντήρηση Πάρκου"
"reasonRoadMaintenance","Συντήρηση Δρόμων"
"reasonTaxi","Ταξί"
"reasonTaxiMove","TaxiMove"
"reasonCollapsed","Φορτηγά"
"reasonCollapsed2","Ελικόπτερα"
"reasonRawMaterial","Πρώτες Ύλες"
"reasonIncomingMaterial","Εισερχόμενα Υλικά"
"reasonOutgoingMaterial","Εξερχόμενα Υλικά"
"reasonWarehouse","Αποθήκευση"
"reasonGoods","Εμπορεύματα"
"reasonCash","Συλλογή μετρητών"
"reasonFloodWater","Πλημμύρα"
"reasonSnow","Συλλογή Χιονιού"
"reasonSnowMove","Μετακίνηση Χιονιού"
"txtImprovedWarehouseMatching","Vanilla warehouse offers are limited to priority 2, this option will allow them to scale to priority 7."
"optionImprovedWarehouseMatching","Improved Warehouse Transfers"
"tooltipHighlightModeOff","Highlight Mode: Off"
"tooltipHighlightModeMatches","Highlight Mode: Matches\r\n\r\nKey\r\nRed: Selected Building\r\nMagenta: Services\r\nCyan: Raw Materials\r\nBlue: Goods\r\nGreen: Mail\r\nYellow: Everything else"
"tooltipHighlightModeIssues","Highlight Mode: Issues\r\n\r\nKey\r\nRed: Selected Building\r\nCyan and Gold: Low Priority\r\nBlue and Orange: High Priority\r\nGreen: Other service buildings for this issue type"
"GROUP_EXPORT_LIMITS","Export Vehicle Limits"
"sliderExportVehicleLimit","Building Export Vehicle Limit(%)"
"txtExportVehicleLimit","If your outside connections are getting over worked, you can use this setting to limit the number of vehicles that each building can allocate to exporting.\r\n0% = No Export Allowed\r\n100% = Unrestricted"
"optionImprovedWarehouseTransfer","Improved Warehouse Transfer"
"GROUP_VISUALS","Visuals"
"optionEnablePanelTransparency","Enable Panel Transparency (Requires Restart)"
"optionOverrideGenericIndustriesHandler","Override Generic Industries Handler"
"txtOverrideGenericIndustriesHandler","The generic industries handler tends to request a lot of material very urgently which can generate a lot of truck traffic and hog the available material. This handler attempts to correct these issues."
"GROUP_MAINTENANCE_LOGGING","Match Set Logging"
"dropdownLoggingReason","Log Reason"
"txtMatchLogging","This option will write out log files for each match set for the chosen reason. Warning: This produces a significant performance penalty, please only enable for trouble shooting purposes."
"txtMatchLoggingPath","Log File Path:\r\n"
"optionShowBuildingId","Show Building ID In Title"
"GROUP_PATH_FAIL_EXCLUSION","Path Failure"
"txtPathFailExclusion","Detect path failures and block any further matches between these failed objects for a while."
"optionPathFailExclusion","Path Failure Exclusion"
"dropdownCandidates","Log Candidates"
"dropdownAllCandidates","All Candidates"
"dropdownValidCandidates","Valid Candidates"
"dropdownExcludedCandidates","Excluded Candidates"
"dropdownNoCandidates","No Candidates"
"sliderPathDistanceHeuristic","Algorithm Performance"
"txtPathDistanceHeuristic","The path distance algorithm can use a heuristic to speed up the calculation, but this heuristic can reduce the accuracy of choosing the closest match in some situations."
"txtPathDistanceHeuristicKey","0% = Accurate (No Heuristic), 100% = Fast (Hueristic Only)"
"txtPathDistanceShift","The path distance algorithm adjusts the travel time of the last segment of an outside connection, within the algorithm, to allow applying the outside connection multipliers. By changing this value you can adjust the underlying base value that is applied to these segments."
"sliderPathDistanceShift","Multiplier Base Value (Travel Time)"
"txtPathUnitCount","Path Units Released"
"txtEnterBuildingId","Select Building or Enter Building ID"
"tooltipCopySettings","Copy Settings"
"tooltipPasteSettings","Paste Settings"
"tooltipClearSettings","Clear Settings"
"GROUP_TAXI_MOVE","Taxi Stand Usage"
"txtTaxiMove","This option makes the Taxi Stand the hub for taxi's rather than the depot. This means taxi's will now wait at stands near an airport or busy tourist district rather than be hidden at a taxi depot."
"optionTaxiMove","Improve Taxi Stand Usage"
"sliderTaxiStandDelay","Taxi Stand Delay"
"txtTaxiStandDelay","Add a small delay before a taxi, that is waiting at a stand, will make a taxi offer. This stops taxis from constantly arriving at a taxi stand then immediately being dispatched to pick up another citizen."
